,course_title,characteristics
22,BA (Hons) Human Resource Management,"Interest/Skills: Human Resource Management, Management Activities, Problem Solving, Critical Thinking, Communication Skills, Research Skills, Employee Development, Employee Relations, Employment Law, Leadership, HR Analytics, Strategic Management, Finance Management, Change Management, Human Factors Psychology, Corporate Restructuring;

Career Aspirations: Compensation & Benefit Manager, Employee Relations Manager, HR Manager, Performance Management Manager, Public Relations Manager, Recruitment Manager, Training & Development Manager, HR Analyst, HR Consultant, HR Director, Employment Manager, Talent Champion, HR Data Analyst, Compensation Analyst;

Hobbies/Free time Activities: Attending HR conferences and workshops, Networking with HR professionals, Reading HR-related books and articles, Participating in HR case studies and simulations, Conducting research on HR trends and best practices, Volunteering for HR-related projects, Joining HR associations and communities, Keeping up with HR laws and regulations, Mentoring and coaching others in HR practices."
23,BA (Hons) in International Business Management,"Interest/Skills: International Business, Management, Marketing, Accounting, Business Economics, Business Law, Entrepreneurship, Quantitative Skills, Behavioural Science, Business Ethics, Business Research Methods, Finance, Strategic Management, Commercial Law, International Culture & Communications, Operations Management, Asian Economics, Global Marketing, International Human Resource Management, Leadership, Supply Chain Management, E-Business Management, Interactive Marketing, Critical Thinking, Regulatory Policy, Corporate Finance, Global Finance, Managing People and Performance, International Banking & Investment;

Career Aspirations: Corporate Strategist, Global Purchasing Manager, Global Retail Manager, International Marketing Manager, International Operations Manager, Global Marketing Specialist, Global Growth Manager, Business Development Manager, Logistic and Supply Chain Manager, International Relations Manager, Sales and Marketing Manager, International Business Consultant, Business Research Analyst, Entrepreneur;

Hobbies/Free time Activities: Keeping up with global business trends, Networking with professionals in the industry, Participating in international business conferences and events, Learning about different cultures and their impact on business, Conducting market research and analysis, Developing business plans and strategies, Exploring opportunities for international expansion, Building and managing international partnerships, Keeping up with financial markets and trends, Reading business and management books, Engaging in entrepreneurship activities, Volunteering for international organizations."
24,BA (Hons) in Marketing Management,"Interest/Skills: Marketing, Market Research, Digital Marketing, Brand Management, Customer Relationship Management, Marketing Communications, E-commerce, Consumer Behavior, Global Marketing, Strategic Marketing Planning, Leadership, Business Ethics, Business Research Methods, Quantitative Skills, Critical Thinking, Creativity and Innovation, Retail Marketing Management, Integrated Marketing Communications, Sales Management, Product Management;

Career Aspirations: Advertising & Promotions Manager, Marketing Communications Manager, Brand Manager, Customer Service Manager, Marketing Manager, Retail Manager, Sales Manager, Product Manager, Marketing Director, Content Marketing Specialist;

Hobbies/Free time Activities: Keeping up with current marketing trends and strategies, Analyzing consumer behavior and market trends, Developing marketing campaigns and strategies, Conducting market research, Creating and managing social media content, Networking with industry professionals, Attending marketing conferences and workshops, Exploring new marketing tools and technologies, Participating in marketing competitions or case studies, Reading marketing books and blogs."
25,BA (Hons) in Marketing Management with a specialism in Digital Marketing,"Interest/Skills: Marketing, Digital Marketing, Business Management, Brand Management, Customer Relationship Management, Marketing Analytics, E-commerce, Social Media Marketing, Communication Skills, Creative Copywriting, Market Research, Strategic Planning, Web Analytics, Content Management, Sales and Marketing, Mobile Marketing, Search Engine Optimization (SEO), Account Management, Business Ethics and Governance, Innovation Management, Quantitative Skills, International Culture and Communications;

Career Aspirations: Digital Marketing Executive, Social Media Strategist, Digital Marketing Content Writer, Digital Sales and Marketing Manager, Online Business Manager, Mobile Marketing Specialist, Search Engine Optimization (SEO) Specialist, Account Management, Web Analytics Consultant, Web Content Management Analyst, Digital Creative Diagnostics Manager, Digital Marketing Communications Specialist;

Hobbies/Free time Activities: Creating and managing social media campaigns, Writing and editing digital content, Analyzing marketing data and trends, Conducting market research, Developing and implementing marketing strategies, Exploring new digital marketing tools and technologies, Building and managing online communities, Designing and optimizing websites, Creating and managing online advertising campaigns, Participating in marketing conferences and workshops, Following industry blogs and podcasts, Networking with professionals in the marketing field."
26,BACHELOR OF ARTS (HONOURS) IN INTERNATIONAL RELATIONS,"Interest/Skills: International Relations, Global Politics, Political Analysis, Diplomacy, Sustainability and Environmental Politics, Globalisation, Research Methods, Conflict Analysis and Resolution, Foreign Policy Analysis, Comparative Politics, International Organisations, Transnational Organised Crime, Refugees and Immigrants, Sustainable Development Policy, Film Studies and International Relations, Investigative Skills, Communication Skills, Critical Thinking, Teamwork, Independent Judgement, Effective Communication, Self-Reflection;

Career Aspirations: Diplomat, Intelligence Analyst, Political Analyst, Communications Specialist, Researcher, Academician, NGO Worker, Activist, International Organisation Officer, Multinational Corporation Executive, Entrepreneur, Reporter, Policy Officer;

Hobbies/Free time Activities: Participating in Model United Nations conferences, Following global political news and events, Engaging in political debates and discussions, Conducting research on international relations topics, Writing articles or opinion pieces on global issues, Volunteering for NGOs or political campaigns, Learning foreign languages, Traveling and experiencing different cultures, Attending international conferences and seminars, Reading books on international relations and political science, Watching documentaries and films related to global politics."
27,BACHELOR OF ARTS (HONOURS) IN MEDIA AND COMMUNICATION STUDIES,"Interest/Skills: Media and Communication Studies, Graphic Design, Digital Illustration, Marketing, Consumer Behaviour, Entrepreneurship, Visual Culture, Integrated Marketing Communications, Social Media, Journalism, Political Communication, Crisis Communications, Audience Studies, Researching Media and Communication, Broadcast Journalism, Global Advertising Practices, Media and Communication Project;

Career Aspirations: Journalist, Copywriters, Communications Executive, Brand Manager, Campaign Development Manager, Advertising and Promotion Executive, Media Sales Executive, Social Media Strategist, Social Media Manager, Digital Media Producer, Brand Communication Specialist, Content Developer, Marketing Coordinator, Digital Content Writer;

Hobbies/Free time Activities: Writing and editing articles, Creating visual designs, Exploring different advertising strategies, Conducting research on media and communication trends, Managing social media accounts, Participating in journalism projects, Attending industry events and conferences, Networking with professionals in the field, Keeping up with current news and media developments, Creating and producing digital content."
28,BA (Hons) in Tourism Management,"Interest/Skills: Tourism Management, Travel and Tourism, Hospitality Management, Marketing, Business and Communication Skills, Digital Marketing, Consumer Behaviour, E-Tourism, Geography of Travel and Tourism, International Cultural and Communication, Crisis Management and Communication, Sports and Recreational Tourism, Retail Travel Operations, Sports and Recreational Facilities Management, Ticketing and Computer Reservation System, Hospitality & Tourism Revenue Management, Investigations in Tourism Management, Tourism in Action, Tourism Policy, Planning and Development, Sustainability in Tourism & Hospitality Industry;

Career Aspirations: Tourism Consultant, Tourism Business Development Manager, Event Manager, Tourism Project Coordinator, Tourism Retail Manager, Corporate Travel Manager, Group Sales Manager, Hotel Manager, Hospitality Manager, Resort Manager, Front-line Customer Services, Passenger Handling, MICE Specialist;

Hobbies/Free time Activities: Traveling, Exploring different cultures, Planning and organizing events, Researching and analyzing market trends in the tourism industry, Developing marketing strategies for tourism businesses, Managing customer relationships, Creating and managing digital marketing campaigns, Participating in hospitality and tourism industry conferences and events, Networking with professionals in the tourism industry, Keeping up with the latest trends in sustainable tourism practices."
29,BA (Hons) Tourism Management with a specialism in Hospitality,"Interest/Skills: Tourism Management, Hospitality, Travel and Tourism, Marketing, Business and Communication Skills, Digital Marketing, Consumer Behaviour, Business Research Methods, E-Tourism, Geography of Travel and Tourism, International Cultural and Communication, Crisis Management and Communication, Retail Travel Operation, Ticketing and Computer Reservation System, Hospitality & Tourism Revenue Management, Hotel Accommodation Management, Restaurant Management, Investigations in Hospitality Management, Tourism Policy, Planning and Development, Sustainability in Tourism & Hospitality Industry, Hotel Innovation Management, Managing People and Performance;

Career Aspirations: Guest Relations Manager, Travel and Tour Consultant, Corporate Travel Manager, Restaurant Management, Hotel Manager, Resort Manager, Event Manager, Entertainment Manager, Retail Business Manager, Tourism, Culture and Conservation Representative, Marketing Manager;

Hobbies/Free time Activities: Exploring different cultures and destinations, Planning and organizing travel experiences, Visiting hotels and resorts, Trying out new restaurants and cuisines, Attending tourism and hospitality events, Networking with industry professionals, Keeping up with travel trends and news, Participating in tourism and hospitality projects, Volunteering for conservation and sustainability initiatives, Creating and managing marketing campaigns for tourism and hospitality businesses."
30,Bachelor of Accounting and Finance (Honours),"Interest/Skills: Accounting, Finance, Financial Reporting, Financial Analysis, Business Law, Taxation, Auditing, Corporate Finance, Data Analytics, Financial Management, Entrepreneurship, SAP ERP System, Robo Auditing & Analytics, Forensic Accounting, Public Sector Accounting, Emerging Technologies in Accounting and Finance, Corporate Governance, Risk Management, Strategy and Leadership, Reflective Practice in Accounting & Finance, Accounting & Finance Research;

Career Aspirations: Cost Accountant, Management Accountant, Financial Accountant, Finance Executive, Accounts Manager, Budget Analyst, Financial Analyst, Chief Financial Officer, Financial Manager;

Hobbies/Free time Activities: Keeping up with the latest accounting and finance regulations and standards, Participating in financial analysis projects, Attending accounting and finance conferences and seminars, Networking with professionals in the field, Exploring new technologies in accounting and finance, Engaging in financial research and writing, Volunteering for accounting and finance-related organizations, Following financial news and trends, Participating in financial planning and budgeting activities."
31,Bachelor of Accounting and Finance (Honours) with a specialism in Forensic Accounting,"Interest/Skills: Accounting, Finance, Forensic Accounting, Financial Statement Analysis, Taxation, Auditing, Fraud Investigation, Financial Reporting, Data Analytics, Business Law, Corporate Governance, Risk Management, Financial Management, SAP ERP System, Business Economics, Marketing, Entrepreneurship, Quantitative Skills, Criminology, Digital Forensic Analysis, Reflective Practice, Research Methodology, Strategy and Leadership;

Career Aspirations: Forensic Accountant, Fraud Investigator, Audit Consultant, Forensic Advisor, Forensic Analyst, Investigative Accountant, Accounts Manager;

Hobbies/Free time Activities: Participating in forensic accounting workshops and conferences, Conducting financial investigations, Analyzing financial data, Keeping up with the latest trends in accounting and finance, Networking with professionals in the field, Reading books and articles on forensic accounting, Solving complex financial puzzles, Developing skills in data analysis tools, Exploring new technologies in digital forensics, Engaging in reflective practice exercises, Conducting research on accounting and finance topics."
32,Bachelor of Accounting and Finance (Honours) with a specialism in Forex and Investments,"Interest/Skills: Accounting, Finance, Forex Trading, Investments, Financial Analysis, Financial Reporting, Financial Management, Auditing, Taxation, Corporate Governance, Risk Management, Data Analytics, Business Law, Marketing, Entrepreneurship, SAP ERP System, Emerging Technologies in Accounting and Finance, Performance Management, Research Methodology, Corporate Finance, Strategy and Leadership, Reflective Practice, Regulatory Policy for Investment Markets, Portfolio Management, Money and Capital Markets, Foreign Exchange Trading; 

Career Aspirations: Financial Analyst, Investment Advisor, Financial Planner, Stockbroker, Financial Consultant, Forex Market Analyst, Currency Strategist, Exchange Operations Manager, Regulator, Portfolio Manager; 

Hobbies/Free time Activities: Trading in the Forex market, Researching and analyzing financial markets, Following financial news and trends, Participating in investment clubs or groups, Building and managing investment portfolios, Learning about different investment strategies, Attending finance conferences and seminars, Networking with professionals in the finance industry, Reading books and articles on finance and investing."
33,Bachelor of Accounting and Finance (Honours) with a specialism in Accounting Technology,"Interest/Skills: Accounting, Finance, Accounting Technology, Data Analytics, Financial Reporting, Auditing, Taxation, Corporate Finance, Business Analysis, SAP ERP System, Emerging Technologies in Accounting and Finance, Performance Management, Corporate Governance, Risk Management, Research Methodology, Reflective Practice, AI in Finance, Big Data and Visual Analytics, Cybersecurity, Robo Auditing, Budgeting, Credit Analysis, Treasury Management;

Career Aspirations: RPA Manager, Data Analyst, Business Analyst, System Analyst, Accounting Analytics Analyst, IT Auditor, Budget Analyst, Credit Analyst, Treasury Analyst;

Hobbies/Free time Activities: Analyzing financial data, Conducting research on emerging technologies in accounting and finance, Participating in data analytics projects, Keeping up with industry trends and regulations, Attending accounting and finance conferences or seminars, Networking with professionals in the field, Exploring cybersecurity concepts, Engaging in reflective practice activities, Participating in budgeting or financial planning exercises, Analyzing investment opportunities, Reading financial news and reports."
34,Bachelor in Banking and Finance (Hons),"Interest/Skills: Banking and Finance, Financial Products, Financial Analysis, Financial Planning, Risk Management, Financial Technology (FinTech), Business Administration, Management, Business Law, Marketing, Econometrics, AI in Finance, Corporate Finance, Islamic Banking and Finance, Credit Management, Treasury Management, Wealth Management, Entrepreneurial Finance, Digital Banking;

Career Aspirations: Stock Broker, Banker, Investment Banker, Trader, Finance Director, Finance Officer, Underwriter, Personal Finance Advisor, Loan and Credit Officer, Bank Manager, Branch Manager, Banking Specialist, Relationship Manager;

Hobbies/Free time Activities: Following financial markets and trends, Analyzing investment opportunities, Managing personal finances, Participating in finance-related competitions or simulations, Networking with professionals in the banking and finance industry, Reading finance and business news, Exploring new financial technologies, Attending finance conferences and seminars, Volunteering for financial literacy programs."
35,Bachelor in Banking and Finance (Hons) with a specialism in Financial Technology,"Interest/Skills: Banking and Finance, Financial Technology, Financial Products, Product Development, Global Banking and Finance, Business Administration, Management, Technology in Financial Services, Quantitative Skills, Financial Accounting, Business Economics, Marketing, Financial Statement Analysis, Financial Planning, Law of Banking and Finance, Financial Econometrics, Business Research Methods, Risk Management, Corporate Finance, AI in Finance, Digital Currencies and Blockchain Technologies, Crowdfunding and Alternative Lending, Entrepreneurial Finance, Robo Advisor, FinTech Risk Management and Regulations, Portfolio Management;

Career Aspirations: Entrepreneur, FinTech Specialist, Banking Specialist, Payment System Specialist, Data Analyst, Financial Analyst, Product Developer, Compliance Expert, FinTech Quantitative Developer, Strategy Analyst, Business Development Associate, Data Scientist (Finserv);

Hobbies/Free time Activities: Following financial news and trends, Exploring new financial technologies, Analyzing financial data, Participating in FinTech competitions or hackathons, Networking with professionals in the banking and finance industry, Learning about blockchain and cryptocurrency, Researching investment strategies, Developing financial models, Exploring entrepreneurship opportunities in the finance industry, Attending industry conferences and seminars."
36,Bachelor in Banking and Finance (Hons) with a specialism in Investment Analytics,"Interest/Skills: Banking and Finance, Investment Analytics, Financial Products, Financial Analysis, Risk Management, Global Banking, Financial Technology (FinTech), Financial Econometrics, Business Research Methods, Applications of AI in Finance, Law of Banking & Finance, Corporate Finance, Portfolio Management, Economics of Finance, Fixed Income Analysis, Technical Analysis and Trading, Equity Investment, Robo Advisor, Financial Planning, Financial Statement Analysis, Financial System, Essential of Banking & Finance, Financial Accounting, Marketing, Business Law, Business Economics, Quantitative Skills, Enabling FinTech, Investigation Report, Ethics in Finance;

Career Aspirations: Planning and Budgeting Consultant, Portfolio Manager, Investment Executive, Risk Manager, Investment and Wealth Manager, Insurance Manager, Risk Analyst, Compliance Manager, Portfolio Risk Advisor;

Hobbies/Free time Activities: Following financial markets and news, Analyzing investment opportunities, Building investment portfolios, Conducting financial research, Participating in investment competitions, Attending finance conferences and seminars, Networking with professionals in the banking and finance industry, Exploring financial technology innovations, Reading books and articles on finance and investment, Practicing financial modeling and analysis."
37,Bachelor of Science (Honours) in Actuarial Studies,"Interest/Skills: Actuarial Science, Probability Models, Statistics, Financial Mathematics, Regression Analysis, Financial Economics, Risk Theory, Stochastic Processes, Asset and Liability Valuations, Life Contingencies, Mathematics of Financial Derivatives, Pension and Retirement Plans, Predictive Analytics, R Programming, Financial Statement Analysis, Business Research Methods, Strategic Management, Corporate Finance, Investigation in Actuarial Studies, Survival Analysis, Option and Bond Valuations, Business and Communication Skills, Financial Accounting, Microeconomics, Macroeconomics, Calculus, Linear Algebra, Workplace Professional Skills, Integrity and Anti-corruption, Co-Curriculum;

Career Aspirations: Actuary, Data Analyst, Risk Analyst, Financial Analyst, Business Analyst, Financial Planning Advisor, Investment & Portfolio Manager, Regulator, Statistician, Mathematician, Professor;

Hobbies/Free time Activities: Solving complex mathematical problems, Analyzing financial data, Conducting research on actuarial topics, Building predictive models, Exploring financial markets and investments, Participating in statistical analysis projects, Attending actuarial conferences and seminars, Keeping up with industry trends and regulations, Engaging in mathematical modeling, Reading books and articles on finance and statistics."
38,Bachelor of Science (Honours) in Actuarial Studies with a specialism in Data Analytics,"Interest/Skills: Actuarial Science, Data Analytics, Probability Models, Linear Algebra, R Programming, Statistics, Financial Mathematics, Regression Analysis, Financial Economics, Risk Theory, Asset and Liability Valuations, Stochastic Processes, Survival Analysis, Programming for Data Analytics, Operational Research and Analytics, Behavioural Science & Marketing Analytics, Advanced Predictive Analytics;

Career Aspirations: Actuary, Data Analyst, Data Scientist, Risk Analyst, Financial Analyst, Business Analyst, Investment & Portfolio Manager, Statistician, Mathematician;

Hobbies/Free time Activities: Solving complex mathematical problems, Analyzing data sets, Developing predictive models, Conducting research in actuarial studies, Exploring financial markets and economics, Participating in data analysis competitions, Reading books and articles on data analytics and actuarial science, Attending actuarial conferences and workshops, Collaborating with industry professionals on data analytics projects."
39,Bachelor of Science (Honours) in Actuarial Studies with a specialism in Financial Technology,"Interest/Skills: Actuarial Science, Financial Technology, Probability Models, Statistics, Financial Mathematics, Regression Analysis, Financial Economics, Predictive Analytics, R Programming, Risk Management, AI in Finance, Asset and Liability Valuations, Stochastic Processes, Life Contingencies, Strategic Management, Corporate Finance, Business Research Methods, Mathematics of Financial Derivatives, Survival Analysis, Enabling Fintech, Fintech Risk Management and Regulations;

Career Aspirations: Actuary, FinTech Specialist, FinTech Consultant, FinTech Engineer, Data Analyst, Risk Analyst, Financial Analyst, Business Analyst, Financial Planning Advisor, Investment & Portfolio Manager, Regulator, Statistician, Mathematician, Professor;

Hobbies/Free time Activities: Participating in actuarial competitions or case studies, Exploring new financial technologies and innovations, Analyzing financial data and trends, Developing predictive models, Learning programming languages for data analysis, Researching and staying updated on fintech regulations, Networking with professionals in the finance and technology industries, Attending seminars and conferences on actuarial science and fintech, Reading books and articles on finance and technology, Solving mathematical and statistical problems."
40,Bachelor of Engineering in Electrical & Electronic Engineering with Honours,"Interest/Skills: Electrical Engineering, Electronic Engineering, Circuit Analysis, Instrumentation & Measurement, Engineering Mathematics, Programming (C, Python), Engineering Design, Analogue Electronics, Digital Electronics, Electromagnetic Field Theory, Signals and Linear Systems, Control Engineering, Communication Engineering Principles, Microprocessor Systems & Embedded Software, Digital Signal Processing, Electrical Machines, Electrical Power Utilization, Power Electronics & Drives, Switchgears and Protection, Power System Analysis, High Voltage Engineering, Renewable Energy, Product Creation Technology;

Career Aspirations: Electrical Engineer, Power Engineer, Design Engineer, Product Engineer, Electronics Engineer, QA/QC Engineer, Sales Engineer, Support Engineer, R&D Engineer, Power Plant Engineer, Optical Engineer, Transmission Engineer;

Hobbies/Free time Activities: Building electronic circuits, Designing and prototyping electrical systems, Experimenting with renewable energy technologies, Programming microcontrollers, Exploring power transmission and distribution systems, Participating in engineering competitions, Building and testing electronic devices, Exploring automation and control systems, Learning about power system analysis and protection, Keeping up with the latest advancements in electrical engineering, Participating in industry conferences and workshops."
41,Bachelor of Engineering in Mechatronic Engineering with Honours,"Interest/Skills: Mechatronic Engineering, Mechanical Engineering, Electrical Engineering, Electronics Engineering, Computer Engineering, Robotics Technology, Automation, Control Engineering, Sensors and Actuators, Machine Design, Fluid Mechanics, Industrial Automation, Machine Vision and Intelligence, CAD/CAM, Thermodynamics and Heat Transfer, Product Creation Technology, Engineering Mathematics, Engineering Design, Engineering Statics and Dynamics, Analogue Electronics, Digital Electronics, Microprocessor Systems and Embedded Software, Engineering Software and Applications, Signals and Linear Systems, Communication Engineering Principles, Engineering Project Management, Engineering Project Phases, Engineer in Society, Programming (C, Python), Innovation and Entrepreneurship;

Career Aspirations: Automation Engineer, Mechatronic Engineer, Mechanical Engineer, Service Engineer, QA/QC Engineer, Sales Engineer, Support Engineer, R&D Engineer, Manufacturing Engineer, IoT Engineer, Robotics Engineer, Plant Engineer, Design Engineer;

Hobbies/Free time Activities: Building and programming robots, Designing and testing mechatronic devices, Exploring automation technologies, Experimenting with CAD/CAM software, Conducting research on robotics and automation, Participating in engineering competitions, Building and testing prototypes, Exploring new technologies like IoT and Machine Vision, Solving engineering problems, Following industry trends and advancements in mechatronics and robotics."
42,BACHELOR OF MECHANICAL ENGINEERING WITH HONOURS,"Interest/Skills: Mechanical Engineering, Mathematics, Physics, Programming (Python), Engineering Design, Manufacturing Technology, Thermodynamics, Fluid Mechanics, Control Engineering, Machine Design, Industrial Automation, Computer Aided Engineering, Engineering Project Management, Heat Transfer, Engineering Vibration, Instrumentation and Measurement, Strength of Materials, Microprocessor Systems & Embedded Software, Advanced Manufacturing Technology, Engineering Materials, Engineering Statics and Dynamics, Petroleum Geochemistry, Formation Evaluation and Well Logging, Safety in Oil and Gas Engineering, Innovation Processes, Venture Building, Engineering Mathematics, Engineering Vibration, Heat Transfer, Engineer in Society;

Career Aspirations: Mechanical Engineer, Product Development Engineer, HVAC Engineer, Automotive Engineer, Aerospace Engineer, Energy Engineer, Manufacturing Engineer, Robotics Engineer, Research and Development Engineer, Process Engineer, Value Engineer, Steam Engineer, Automation Engineer, Oil and Gas Engineer, Drilling Engineer;

Hobbies/Free time Activities: Building and designing mechanical systems or prototypes, Conducting experiments and simulations, Participating in engineering competitions, Exploring new technologies in the field of mechanical engineering, Learning about the latest advancements in the industry, Solving engineering problems, Participating in research projects, Building and testing models, Engaging in hands-on projects, Following industry news and publications."
43,Bachelor of Computer Engineering with Honours,"Interest/Skills: Computer Engineering, Networking, Database Management, Security Systems, Cloud Infrastructure, Data Analytics, Circuit Analysis, Instrumentation & Measurement, Programming (C, Python, Java), Engineering Mathematics, Electromagnetic Field Theory, Control Engineering, Communication Engineering, VLSI Design, Microprocessor Systems, Digital Signal Processing, Project Management, Machine Vision & Intelligence, Analogue Integrated Circuits & Systems, Computer Systems Security, Knowledge Discovery & Big Data Analytics, Cloud Infrastructure & Services, Internet of Things, Renewable Energy, Emergent Technology, Engineering Design, Engineering Materials, Engineer in Society;

Career Aspirations: Computer System Engineer, Computer System Analysts, Computer Network Architect, Computer Hardware Engineer, Database Administrator, Programmer, IT Engineer, Application Engineer, Support Engineer, Electronic Engineer;

Hobbies/Free time Activities: Building and testing electronic circuits, Designing and implementing computer networks, Developing software applications, Exploring cloud computing technologies, Analyzing and visualizing data, Experimenting with IoT devices and applications, Researching and implementing cybersecurity measures, Participating in engineering projects and competitions, Keeping up with the latest advancements in computer engineering, Collaborating with peers on engineering design projects."
44,Bachelor of Petroleum Engineering with Honours,"Interest/Skills: Petroleum Engineering, Mathematics, Physics, Chemistry, Engineering Design, Engineering Software and Applications, Engineering Project Management, Reservoir Engineering, Drilling Engineering, Production Engineering, Petroleum Geology, Fluid Mechanics, Thermodynamics & Heat Transfer, Well Testing, Gas Engineering, Petroleum Economics;

Career Aspirations: Production Engineer, Commissioning Engineer, Reservoir Engineer, Well Completion Engineer, Drilling Engineer, Process Engineer, Oil & Gas Design Engineer, Plant Engineer, Petroleum Geologist;

Hobbies/Free time Activities: Conducting research on petroleum exploration and extraction methods, Participating in field trips to oil and gas facilities, Analyzing geological data and conducting reservoir simulations, Designing and optimizing drilling operations, Conducting experiments on fluid mechanics and heat transfer, Participating in industry conferences and workshops, Staying updated on the latest advancements in petroleum engineering, Collaborating with industry professionals on engineering projects, Exploring renewable energy alternatives in the oil and gas industry, Engaging in environmental impact assessments for oil and gas projects."
