,course_title,characteristics
45,Bachelor of Arts (Honours) in Media and Communication Studies,"Interest/Skills: Media and Communication Studies, Graphic Design, Digital Illustration, Marketing, Consumer Behaviour, Entrepreneurship, Visual Culture, Integrated Marketing Communications, Communication Theories, Advertising, Public Relations, Event Planning and Management, Social Media, Journalism, Political Communication, Crisis Communications, Audience Studies, Media Research, Broadcast Journalism, Global Advertising Practices, Copywriting, Creative Direction, Communication Strategy, Persuasive Copywriting;

Career Aspirations: Journalist, Copywriters, Communications Executive, Brand Manager, Campaign Development Manager, Advertising and Promotion Executive, Media Sales Executive, Social Media Strategist, Digital Media Producer, Brand Communication Specialist, Content Developer, Marketing Coordinator, Digital Content Writer;

Hobbies/Free time Activities: Writing and editing articles, Designing graphics and illustrations, Creating marketing campaigns, Managing social media accounts, Conducting media research, Attending industry events and conferences, Writing and producing news stories, Developing advertising strategies, Exploring new media platforms, Analyzing audience behavior, Creating content for digital platforms, Participating in creative brainstorming sessions, Following media trends and news."
46,BA (Hons) in International Relations,"Interest/Skills: International Relations, Global Politics, Political Analysis, Sustainability and Environmental Politics, Diplomacy, Research Methods, Conflict Analysis and Resolution, Globalisation, Comparative Politics, Foreign Policy Analysis, International Political Economy, Transnational Organised Crime, Refugees and Immigrants, Sustainable Development Policy, Film Studies and International Relations, Entrepreneurship, Investigative Skills, Communication Skills, Critical Thinking, Independent Judgement, Effective Communication, Teamwork, Cultural Awareness, Self-Reflection;

Career Aspirations: Diplomat, Intelligence Analyst, Political Analyst, Communications Specialist, Researcher, Academician, Politician, NGO Worker, Activist, Social Worker, International Organisation Officer, Multinational Corporation Executive, Entrepreneur, Reporter, Policy Officer;

Hobbies/Free time Activities: Participating in Model United Nations conferences, Analyzing global political events and trends, Researching and writing about international issues, Engaging in political debates and discussions, Learning about different cultures and languages, Volunteering for NGOs or political campaigns, Attending international conferences and seminars, Reading books and articles on international relations, Watching documentaries and films related to global politics, Following news and current affairs, Exploring sustainability initiatives and environmental activism."
47,Bachelor of Science (Honours) in Psychology,"Interest/Skills: Psychology, Communication, Research Methods, Qualitative Analysis, Social Psychology, Developmental Psychology, Cognitive Psychology, Personality Psychology, Industrial and Organisational Psychology, Counselling Principles and Philosophy, Psychological Testing & Measurement, Health Psychology, Cyberpsychology, Educational Psychology, Human Factors Psychology, Ethics in Psychology, Historical Perspectives in Psychology, Conceptual Issues and Critical Debates in Psychology, Trends and Visual Thinking, Social Media, Political Communication, Investigations Module, Project Module;

Career Aspirations: Psychology Research Assistant, Academician, Educator, Behavioural Aide, Social Science Researcher, Counter Intelligence Analyst, Social Media Threat Analyst, Forensic Analyst, Human Resource Executive, Talent Management Consultant, Conflict Resolution & Mediation Consultant, NGO Executive / Manager, Psychology Lab Manager, Corporate / Career Consultant, Customer Relationship Manager, Market Research Analyst, Social Worker;

Hobbies/Free time Activities: Conducting psychological research, Participating in social experiments, Analyzing human behavior, Engaging in counseling sessions, Exploring different psychological theories, Reading psychology books and articles, Attending psychology conferences and workshops, Volunteering for NGOs, Conducting surveys and interviews, Analyzing social media trends, Writing research papers, Participating in debates and discussions on psychological topics."
48,MSC IN SOFTWARE ENGINEERING,"Interest/Skills: Software Engineering, Software Development, Project Management, Reliability Management, Object Oriented Programming, Software Quality Engineering, Security Technologies, Research Methodology, Internet Applications, Network Design & Performance, Data Management, Big Data Analytics, Natural Language Processing;

Career Aspirations: Project Manager, Software Architect, Senior Software Developer, Solutions Architect, Software Engineer, Software Consultant, Chief Technology Officer (CTO), Development Manager, Senior System Designer, Application Engineer, Software Test Engineer, Software Quality Assurance (QA) Specialist, R&D Specialist, Senior Technical Lead, Product Specialist;

Hobbies/Free time Activities: Participating in software development projects, Learning new programming languages and technologies, Keeping up with the latest software engineering practices, Exploring new software development methodologies, Conducting research on software engineering topics, Building and managing software systems, Analyzing and interpreting data, Experimenting with big data analytics projects, Networking with other software engineers, Attending software engineering conferences and workshops."
49,MASTER OF SCIENCE IN ARTIFICIAL INTELLIGENCE,"Interest/Skills: Artificial Intelligence, Machine Learning, Robotics, Natural Language Processing, Image Processing, Fuzzy Logic, Computational Intelligence Optimization, Programming (Python, R), Research Methodology, Data Analysis, Deep Learning, Expert Systems and Knowledge Engineering, Business Intelligence Systems, Multivariate Methods for Data Analysis, Project Management;

Career Aspirations: Software Engineer, Data Scientist, AI Researcher, Intelligence Specialist, Consultant, Machine Learning Engineer, Robotics R&D Engineer, Machine Vision Engineer, Artificial Intelligence Analyst, Deep Learning Scientist;

Hobbies/Free time Activities: Participating in AI research projects, Experimenting with machine learning algorithms, Building and programming robots, Exploring natural language processing applications, Developing computer vision systems, Solving complex problems using fuzzy logic, Analyzing and interpreting data, Conducting academic research in AI, Attending AI conferences and workshops, Keeping up with the latest advancements in AI technology."
50,MASTER OF SCIENCE IN ARTIFICIAL INTELLIGENCE (ODL) - 100% ONLINE,"Interest/Skills: Artificial Intelligence, Machine Learning, Robotics, Natural Language Processing, Image Processing, Fuzzy Logic, Computational Intelligence Optimization, Programming (Python, R), Research Methodology, Data Analysis, Business Intelligence Systems, Deep Learning, Project Management;

Career Aspirations: Software Engineer, Data Scientist, AI Researcher, Intelligence Specialist, Consultant, AI Data Analyst, Machine Learning Engineer, Robotics R&D Engineer, Machine Vision Engineer, Artificial Intelligence Analyst, Deep Learning Scientist;

Hobbies/Free time Activities: Participating in AI projects and competitions, Exploring new AI algorithms and techniques, Building and programming robots, Experimenting with image and speech recognition, Analyzing and visualizing data, Reading research papers and publications on AI, Attending AI conferences and workshops, Contributing to open-source AI projects, Collaborating with other AI enthusiasts, Keeping up with the latest advancements in AI technology."
51,MASTER OF SCIENCE IN CYBER SECURITY,"Interest/Skills: Cyber Security, Digital Forensics, Security Operations Centre (SOC) and Incident Response, Security Auditing and Assessment, Advanced Ethical Hacking, E-Investigation, Data Analytics in Cyber Security, Information Security Design, Network Design & Performance, Information Security Architectures, Applied Scripting in Cyber Security, Research Methodology in Computing & Engineering, Project Management;

Career Aspirations: Cyber Security Analyst / Consultant, Information Security Analyst / Consultant, Cyber Security Incident Response Consultant, Digital Forensic Investigator, Cyber Security Engineer, Information Security Engineer, Cyber Security Manager, Information Security Manager;

Hobbies/Free time Activities: Participating in Capture the Flag (CTF) competitions, Conducting penetration testing on personal devices or networks, Reading books and articles on cyber security, Attending cyber security conferences and workshops, Practicing ethical hacking techniques in a controlled environment, Exploring new tools and technologies in cyber security, Contributing to open-source cyber security projects, Networking with professionals in the field, Staying updated on the latest cyber security threats and trends."
52,MSC IN DATA SCIENCE AND BUSINESS ANALYTICS,"Interest/Skills: Data Science, Business Analytics, Big Data Analytics, Data Management, Data Visualization, Data Analytical Programming, Machine Learning, Statistics, Database Management, Programming (R, Python), Research Methodology, Multivariate Methods, Time Series Forecasting, Operations Research, Cloud Infrastructure, Deep Learning, Natural Language Processing, IoT Applications, Data Protection and Management;

Career Aspirations: Data Engineer, Data Analyst, Business Analyst, Data Scientist, Chief Technology Officer (CTO), Data Analytics Manager, Business Analyst Manager, Data Innovation Manager, Machine Learning Scientist, Business Process Engineer, Data Wrangler / Munger / Miner, Business Intelligence Manager, Analytics & Reporting Manager, Decision Analytics Manager;

Hobbies/Free time Activities: Exploring and analyzing large datasets, Developing predictive models, Visualizing data insights, Conducting research and experiments, Solving complex business problems, Building and managing databases, Programming and coding projects, Participating in data science competitions, Attending industry conferences and workshops, Staying updated with the latest data science tools and techniques, Networking with professionals in the field."
53,MASTER OF SCIENCE IN DATA SCIENCE AND BUSINESS ANALYTICS - 100% ONLINE,"Interest/Skills: Data Science, Business Analytics, Programming (R, Python), Database Management, Statistics, Big Data Analytics, Data Visualization, Machine Learning, Research Methodology, Multivariate Analysis, Time Series Forecasting, Operations Research, Cloud Infrastructure, Deep Learning, Natural Language Processing, IoT Applications, Data Protection and Management;

Career Aspirations: Data Engineer, Data Analyst, Business Analyst, Data Scientist, Chief Technology Officer (CTO), Data Analytics Manager, Business Analyst Manager, Data Innovation Manager, Machine Learning Scientist, Business Process Engineer, Data Wrangler / Munger / Miner, Business Intelligence Manager, Analytics & Reporting Manager, Decision Analytics Manager;

Hobbies/Free time Activities: Participating in data science competitions, Exploring new data analysis techniques, Building predictive models, Visualizing data insights, Conducting research projects, Experimenting with machine learning algorithms, Analyzing real-world datasets, Staying updated with the latest trends in data science, Attending data science conferences and workshops, Collaborating with other data scientists, Solving complex business problems using data analytics."
54,MSc in Information Technology Management,"Interest/Skills: Information Technology Management, IT Strategy, IT Infrastructure Management, IT Project Management, Business Intelligence Systems, Disruptive Innovation Strategies, Digital Business Transformation, IR 4.0 Enabling Technologies, Research Methodology in Computing and Engineering, Programming in Python, Practical IOT, Fundamentals of Artificial Intelligence, Building IOT Application, Financial Technology, Cyber Security & Threats, Big Data Analytics and Technologies;

Career Aspirations: IT Manager, IT Project Manager, Chief Information Officer, Chief Technology Officer, IT Consultant, Business Analyst, System Developer, System Analyst, System Integrator, Software Developer, Lecturer;

Hobbies/Free time Activities: Staying updated with emerging and converging information and communications technologies, Participating in IT management conferences and workshops, Conducting research on IT management trends, Exploring innovative solutions to business problems, Networking with IT professionals, Leading digital transformation initiatives, Managing IT projects, Analyzing business intelligence data, Exploring disruptive technologies, Experimenting with IoT applications, Exploring financial technology concepts, Enhancing cybersecurity skills, Analyzing big data for insights."
55,MASTER OF TECHNOLOGY MANAGEMENT,"Interest/Skills: Technology Management, Project Management, Business Intelligence Systems, Research Methodology, Strategic Planning, Managing Creativity and Innovation, Entrepreneurship, Statistical Decision Making, Marketing Management, Data Management, Understanding Customers, Managerial Finance, Technology, Culture and People, Digital Execution, New Product Development, Innovation, Technology Consulting, IT Management, System Analysis, Business Strategy, Product Management, IT Project Management, Business Process Reengineering, Chief Technology Officer (CTO), Chief Information Officer (CIO);

Career Aspirations: Business IT Consultant, BPR Manager, Business Strategy Consultant, Chief Technology Officer (CTO), Chief Information Officer (CIO), Product Manager, IT Manager, IT Project Manager, IT Consultant, System Analyst, Technology Consultant;

Hobbies/Free time Activities: Keeping up with the latest technology trends, Reading business and technology management books, Attending industry conferences and seminars, Networking with professionals in the technology industry, Participating in innovation and entrepreneurship competitions, Conducting research on technology management topics, Exploring new business models and strategies, Analyzing market trends and customer behavior, Developing and implementing technology-based solutions, Leading and managing cross-functional teams, Building and maintaining professional relationships, Solving complex business problems, Mentoring and coaching junior professionals."
56,MASTER OF SCIENCE IN DIGITAL TRANSFORMATION,"Interest/Skills: Digital Transformation, Business Consultation, Change Management, Design Thinking, AI Adoption, Business Intelligence Systems, Disruptive Innovation Strategies, Technology and Culture, Digital Project Management, IR 4.0 Enabling Technologies, Research Methodology, Programming in Python, Practical IoT, Fundamentals of Artificial Intelligence, Building IoT Application, Financial Technology, Cyber Security & Threats, Big Data Analytics and Technologies;

Career Aspirations: Digital Transformation Specialist, Digital Transformation Manager, Digital Transformation Consultant, Data Transformation Officer, Chief Digital Officer, Digital Transformation Director, Director of Digital Strategy, Head of Strategy and Transformation, Digital Transformation Lead, Digital Transformation Programme Integrator, Digital Project Manager;

Hobbies/Free time Activities: Keeping up with the latest trends in digital transformation, Attending industry conferences and workshops, Networking with professionals in the field, Exploring new technologies and their applications, Conducting research on digital transformation case studies, Developing innovative solutions for business challenges, Participating in digital transformation projects, Collaborating with cross-functional teams, Learning about cloud services and their impact on business operations, Experimenting with AI and IoT projects."
57,Master of Business Administration,"Interest/Skills: Business Administration, Management, Leadership, Managerial Finance, Managerial Economics, Strategic Marketing Management, Human Resource Management, Research Methodology, Statistical Decision Making, Project Management, Technology Management, Managing Creativity and Innovation, Entrepreneurship, Behavioural Science, Social Media & Marketing Analytics;

Career Aspirations: Analytics & Reporting Manager, Business Development Manager, Business Consultant, Business Research Analyst, Chief Executive Officer (CEO), Chief Marketing Officer (CMO), Corporate Strategy Manager, Decision Analytics Manager, Entrepreneur, General Manager, Global Purchasing Manager, Finance Manager, Logistic and Supply Chain Manager, Procurement Manager, Management Consultant, International Marketing Manager;

Hobbies/Free time Activities: Reading business and management books, Attending business conferences and seminars, Networking with professionals in the industry, Analyzing market trends and consumer behavior, Developing business strategies, Conducting market research, Exploring new technologies and their impact on business, Participating in case study competitions, Volunteering for business-related projects, Following business news and trends."
58,Master of Business Administration with a specialism in Digital Leadership (ODL) - 100% ONLINE,"Interest/Skills: Strategic thinking, Leadership, Digital transformation, Problem-solving, Managing people, Understanding customers, Managerial finance, Business environment and strategic planning, Organizational behavior, Managerial economics, Business intelligence system, Global strategic management, Strategic marketing management, Statistical decision making, Entrepreneurship, Human resource management, Research methodology, Technology management, Managing creativity and innovation, Behavioral science, Social media and marketing analytics;

Career Aspirations: Analytics & Reporting Manager, Business Development Manager, Business Consultant, Business Research Analyst, Chief Executive Officer (CEO), Chief Marketing Officer (CMO), Corporate Strategy Manager, Decision Analytics Manager, Entrepreneur, General Manager, Global Purchasing Manager, Finance Manager, Logistic and Supply Chain Manager, Procurement Manager, Management Consultant, International Marketing Manager;

Hobbies/Free time Activities: Keeping up with the latest trends in digital business, Networking with professionals in the industry, Attending business conferences and seminars, Reading business and leadership books, Exploring new technologies and their impact on business, Conducting research on digital leadership, Participating in case study competitions, Volunteering for leadership roles in organizations, Developing and implementing innovative business strategies, Mentoring and coaching others in their professional development."
59,MASTER OF SCIENCE IN INTERNATIONAL BUSINESS COMMUNICATIONS,"Interest/Skills: International Business Communications, Business and Corporate Communication, Multinational Business Environments, Communication Management, Cultural Competence, Marketing and Sustainability, Social Media and Marketing Analytics, Crisis Communications, New Media Industries and Technologies, Statistical Decision Making, Research Methodology;

Career Aspirations: International Communication Manager, Business Communication Advisor, Intercultural Consultant, PR & Communications Manager, Global Marketing Manager, International Development Manager, Analytics & Reporting Manager, Media Relations Manager, Communications Specialist, Sales & Marketing Manager;

Hobbies/Free time Activities: Keeping up with global business trends, Networking with professionals in the field, Participating in international conferences or events, Developing cross-cultural communication skills, Exploring new media platforms and technologies, Conducting research on communication strategies, Analyzing marketing data and trends, Managing crisis communication situations, Building a personal brand through social media, Developing public speaking and presentation skills."
60,MASTER OF SCIENCE IN GLOBAL MARKETING MANAGEMENT,"Interest/Skills: Global Marketing, Cross Border Marketing, Competitive Advantage, Global Marketing Plan, Market Research, Brand Management, Integrated Marketing Communications, Creativity and Innovation, Marketing Analytics, New Product Development, Behavioural Science, Social Media Marketing, Sustainability in Marketing, Research Methodology;

Career Aspirations: Marketing Researcher, Brand Manager, Sales & Promotion Manager, Advertising & Promotion Manager, Retail Manager, Distribution Manager, Sales Manager, Client Servicing Manager, Global Purchasing Manager, Global Retail Manager, Global Business Consultant, Global Trade Manager, Analytics & Reporting Manager, Decision Analytics Manager, International Marketing Manager, International Operations Manager, Marketing Director;

Hobbies/Free time Activities: Staying updated with global marketing trends and news, Conducting market research and analysis, Developing marketing strategies for different markets, Creating and managing brand campaigns, Exploring new marketing tools and technologies, Participating in marketing conferences and workshops, Networking with professionals in the marketing industry, Analyzing marketing data and metrics, Experimenting with social media marketing campaigns, Keeping up with consumer behavior and psychology research, Exploring sustainable marketing practices."
61,MASTER OF BUSINESS ADMINISTRATION (EURO ASIA BUSINESS),"Interest/Skills: Business Administration, Euro-Asia Business, Complex Business Scenarios, Business Strategy, Financial Management, Global Business and Trends, Creativity and Innovation, Marketing and Sustainability, Research Methodology, Behavioural Science, Social Media and Marketing Analytics, Statistical Decision Making, Managing People, Understanding Customers, Managerial Finance, Business Environment & Strategic Planning;

Career Aspirations: Corporate Strategy Manager, Global Purchasing Manager, Global Retail Manager, International Marketing Manager, International Operations Manager, Business Development Manager, Finance Manager, Human Resource Manager, Logistic and Supply Chain Manager, Procurement Manager, Project Manager, Sales and Marketing Manager, Business Consultant, Business Research Analyst, Entrepreneur, Chief Marketing Officer (CMO), Chief Executive Officer (CEO), Analytics & Reporting Manager, Decision Analytics Manager, General Manager, Management Consultant;

Hobbies/Free time Activities: Researching and analyzing business trends, Networking with professionals in the industry, Participating in international business conferences and events, Exploring different cultures and markets, Developing marketing strategies and campaigns, Conducting market research and analysis, Managing and leading teams, Keeping up with industry news and developments, Continuous learning and professional development, Building and maintaining professional relationships, Exploring new business opportunities, Problem-solving and decision-making exercises, Engaging in strategic planning activities."
62,MASTER OF PROJECT MANAGEMENT,"Interest/Skills: Project Management, Leadership, Communication, Stakeholder Management, Research Methodology, Project Quality Management, Project Development and Scope Management, Project Planning and Scheduling, Project Cost Estimation and Budgeting, Project Procurement Contract Management, Project HR and Leadership, Project Risk Management, Managing People, Understanding Customers, Managerial Finance, Business Environment & Strategic Planning;

Career Aspirations: Director of Project Management, Project Engineer, Project Leader, IT Project Manager, Site Manager, Team Leader, Project Manager, Senior Project Manager, Business Project Manager, Technical Project Manager, PMO Manager, Project Coordinator, Development Manager;

Hobbies/Free time Activities: Participating in project management workshops and conferences, Leading and managing team projects, Developing project plans and schedules, Conducting research on project management best practices, Networking with professionals in the project management field, Keeping up with industry trends and advancements, Solving project-related challenges, Mentoring and coaching team members, Analyzing project risks and implementing mitigation strategies, Collaborating with stakeholders to ensure project success."
63,MASTER OF ACCOUNTING,"Interest/Skills: Accounting, Financial Management, Taxation, Audit and Assurance, Forensic Accounting, Accounting Information Systems, Research Methodology, Business Law, Islamic Finance, Quantitative Analysis, Financial Reporting and Analysis, Ethical Obligation in Accounting;

Career Aspirations: Accounts Manager, Audit Manager, Financial Analyst, Tax Consultant, Compliance Manager, Chief Financial Officer (CFO);

Hobbies/Free time Activities: Staying updated with accounting regulations and standards, Analyzing financial statements, Conducting research on accounting topics, Participating in accounting conferences or seminars, Networking with professionals in the accounting field, Exploring opportunities in Islamic finance, Keeping up with industry trends and developments, Engaging in financial analysis projects, Volunteering for accounting-related organizations or initiatives."
64,MASTER OF ACCOUNTING IN FORENSIC ANALYSIS,"Interest/Skills: Forensic Accounting, Fraud Examination, Financial Accounting and Reporting, Accounting Information Systems, Anti-Money Laundering, Cybercrime and Investigation, Criminology, Quantitative Methods for Decision Making, Managerial Finance, Management Accounting, Management Control and Audit, Research Methodology;

Career Aspirations: Forensic Accountant, External Auditor, Risk Department Manager, Internal Auditor, Chief Financial Officer (CFO), Forensic Investigator, Investigative Accountant, Audit Consultant, Forensic Advisor, Forensic Analyst, Accounts Manager;

Hobbies/Free time Activities: Reading about forensic accounting cases, Participating in forensic accounting workshops or seminars, Conducting research on financial fraud, Analyzing financial statements, Learning about cybercrime and its prevention, Studying criminology and legal frameworks, Networking with professionals in the field, Keeping up with the latest developments in forensic accounting, Solving accounting puzzles and challenges."
65,MASTER OF FINANCE,"Interest/Skills: Finance, Financial Analysis, Investment Management, Portfolio Management, Financial Markets, Financial Regulation, Corporate Finance, Quantitative Methods, Research Methodology, Securities Trading, Risk Management, Financial Planning, Financial Statement Analysis, International Finance;

Career Aspirations: Financial Manager, Investment Banker, Financial Analyst, Chief Financial Officer (CFO), Risk Manager, Securities Researcher, Financial Planner, Asset Manager, Money/Investment Manager;

Hobbies/Free time Activities: Reading financial news and reports, Analyzing stock market trends, Participating in investment clubs or groups, Attending finance conferences and seminars, Conducting financial research projects, Building financial models, Exploring new investment opportunities, Following finance blogs and resources, Networking with professionals in the finance industry."
66,MASTER OF FINANCE WITH A SPECIALISM IN FINTECH,"Interest/Skills: Finance, Financial Technology (FinTech), Financial Markets and Institutions, Financial Statement Analysis, Investment and Portfolio Management, International Finance, Big Data Analytics, Artificial Intelligence, Cybercrime and Investigation, Research Methodology, Corporate Finance, Risk Management, Credit Analysis, Data Analysis, Wealth Management, Securities Trading, Insurance Management, Financial Planning; 

Career Aspirations: Cybersecurity Analyst (Financial Services), Data Analyst (Financial Services), Finance Manager, Insurance Manager, Securities Trader, Financial Planner, Investment Banker, Fund Manager, Wealth Manager, Financial Analyst, Chief Financial Officer (CFO), Risk Manager, Credit Analyst; 

Hobbies/Free time Activities: Staying updated with the latest financial technology trends, Analyzing financial statements and market trends, Conducting research on financial topics, Exploring artificial intelligence applications in finance, Participating in finance-related competitions or case studies, Networking with professionals in the financial industry, Managing personal investments, Reading finance and technology publications, Attending finance conferences and seminars."
67,MASTER OF ARTS IN DESIGN INNOVATION MANAGEMENT,"Interest/Skills: Design, Innovation, Design Thinking, Design Management, Creative Industries, Business Planning, Research Methodology, Integrated Brand Management, Future Media Innovation, Service Design, Project Feasibility Study, Intellectual Property, Creative Sustainability, Technology Management, Design for Retail, Managing Business Web Presence;

Career Aspirations: Project Manager, Design Producer, Brand Manager/Strategist, Marketing Manager, Product Manager, Account Manager, Client Manager, Chief Design Officer, Design Researcher, Design Strategist, Service Designer/Design Experience Strategist, Venture Architect;

Hobbies/Free time Activities: Exploring design trends and innovations, Participating in design thinking workshops, Collaborating with creative professionals, Conducting market research and analysis, Developing creative business strategies, Creating and managing brand identities, Exploring new media platforms and technologies, Designing user-centered experiences, Conducting feasibility studies for design projects, Exploring intellectual property rights, Promoting sustainable design practices, Managing technology in design projects, Designing retail experiences, Building and managing online presence for businesses."
68,MASTER OF PHILOSOPHY IN ENGINEERING,"Interest/Skills: Engineering, Technical capabilities, Innovation, Idea generation and management, In-depth knowledge in a specific domain of engineering, Advanced research experience and skills, Research methodology;

Career Aspirations: Academic/Lecturer, Entrepreneur, Quality Assurance Specialist, Researcher, Product Design and Developer, R&D Engineer, Project Engineer, Engineering Consultant;

Hobbies/Free time Activities: Conducting research in engineering, Exploring new technologies and innovations, Participating in engineering conferences and seminars, Collaborating with other researchers, Writing research papers and articles, Experimenting with new ideas and concepts, Keeping up with the latest advancements in engineering, Engaging in hands-on engineering projects, Networking with professionals in the field, Mentoring and guiding aspiring engineers."
69,MASTER OF PHILOSOPHY IN MANAGEMENT,"Interest/Skills: Management, Research Methodology, Innovation, Technical capabilities, Generating and managing new ideas, In-depth knowledge in a specific domain, Advanced research experience and skills;

Career Aspirations: Public and Private R&D Institutions, Data Analyst, Academic/Lecturer, Entrepreneur, Researcher;

Hobbies/Free time Activities: Conducting research projects, Analyzing data, Writing research papers, Attending conferences and seminars, Teaching and mentoring, Networking with professionals in the field, Exploring new management theories and practices, Developing innovative business ideas, Reading academic journals and publications."
70,MASTER OF SCIENCE IN COMPUTING,"Interest/Skills: Computing, Research Methodology, Technical capabilities enhancement, Innovation and idea generation, Advanced research experience, Domain-specific knowledge in computing;

Career Aspirations: Computer and Information Systems Manager, IT Director, IT Research and Development Leader, Computing Scientist, Research Assistant, University Lecturer, IT Project Manager;

Hobbies/Free time Activities: Conducting research in computing, Exploring new technologies and innovations, Participating in conferences and seminars, Collaborating with peers on research projects, Teaching and mentoring students, Keeping up with the latest advancements in the field, Writing research papers and articles, Networking with professionals in the industry, Pursuing a PhD program."
